时间	开盘	最高	最低	收盘	涨幅	振幅	总手	金额	换手%	成交次数
"2012-03-28,三"	2558.6	2559	2484.6	2493	-2.80%	2.90%	"294,714"	"223,116,260,000"	--	0
"2012-03-29,四"	2482	2486	2444	2464	-1.16%	1.68%	"318,736"	"236,248,710,000"	--	0
"2012-03-30,五"	2467.2	2471.6	2450.6	2453.6	-0.42%	0.85%	"259,901"	"192,005,090,000"	--	0
"2012-04-05,四"	2440	2519	2438.8	2511.4	2.36%	3.27%	"361,987"	"270,365,910,000"	--	0
"2012-04-06,五"	2513.8	2526	2504	2520.6	0.37%	0.88%	"283,250"	"213,766,530,000"	--	0
"2012-04-09,一"	2511	2524.8	2489	2501	-0.78%	1.42%	"326,355"	"245,523,920,000"	--	0
"2012-04-10,二"	2498	2523.2	2460.8	2517	0.64%	2.49%	"395,486"	"295,394,530,000"	--	0
"2012-04-11,三"	2500	2545	2494	2521.4	0.17%	2.03%	"411,222"	"310,786,120,000"	--	0
"2012-04-12,四"	2525	2577	2517.2	2572.2	2.01%	2.37%	"371,592"	"283,635,090,000"	--	0
"2012-04-13,五"	2581.6	2598.8	2568.8	2586.2	0.54%	1.17%	"311,243"	"241,045,030,000"	--	0
"2012-04-16,一"	2571.2	2588.8	2560.2	2574.2	-0.46%	1.11%	"269,399"	"208,086,560,000"	--	0
"2012-04-17,二"	2578.2	2579	2546.2	2549.6	-0.96%	1.27%	"243,627"	"187,034,170,000"	--	0
"2012-04-18,三"	2558	2605.8	2550.4	2593.4	1.72%	2.17%	"79,753"	"61,662,290,000"	--	0
"2012-04-19,四"	2591.6	2603.8	2584	2596	0.10%	0.76%	"19,988"	"15,561,965,000"	--	0
"2012-04-20,五"	2595.8	2621.6	2589.6	2621	0.96%	1.23%	"11,240"	"8,783,267,700"	--	0
"2012-04-23,一"	2635.6	2638.2	2612	2619.4	-0.06%	1.00%	"251,039"	"197,806,990,000"	--	0
"2012-04-24,二"	2615.2	2655.6	2571.6	2605.4	-0.53%	3.21%	"431,519"	"337,688,680,000"	--	0
"2012-04-25,三"	2609.4	2634.6	2602.6	2628.8	0.90%	1.23%	"367,986"	"289,299,280,000"	--	0
"2012-04-26,四"	2635.2	2649.6	2621	2638.8	0.38%	1.09%	"305,538"	"241,622,930,000"	--	0
"2012-04-27,五"	2642.2	2647	2632	2638.6	-0.01%	0.57%	"248,923"	"197,115,490,000"	--	0
"2012-05-02,三"	2655.8	2702.2	2650	2686.8	1.83%	1.98%	"296,578"	"238,209,000,000"	--	0
"2012-05-03,四"	2685	2697.2	2684.2	2694.8	0.30%	0.48%	"199,784"	"161,320,140,000"	--	0
"2012-05-04,五"	2693	2717.2	2678.8	2717.2	0.83%	1.42%	"322,228"	"261,338,820,000"	--	0
"2012-05-07,一"	2705	2716.8	2699	2714.2	-0.11%	0.66%	"245,549"	"199,603,420,000"	--	0
"2012-05-08,二"	2720	2726	2686.6	2702.2	-0.44%	1.45%	"348,561"	"282,857,270,000"	--	0
"2012-05-09,三"	2695	2695	2660	2663.6	-1.43%	1.30%	"289,065"	"231,869,380,000"	--	0
"2012-05-10,四"	2664.8	2674.8	2658	2663.4	-0.01%	0.63%	"236,523"	"189,217,710,000"	--	0
"2012-05-11,五"	2660.2	2676.4	2628	2631.2	-1.21%	1.82%	"303,477"	"241,551,250,000"	--	0
"2012-05-14,一"	2644.6	2650.4	2582	2603.8	-1.04%	2.60%	"321,732"	"253,960,180,000"	--	0
"2012-05-15,二"	2590	2614.2	2586.2	2604.2	0.02%	1.08%	"179,511"	"140,040,060,000"	--	0
"2012-05-16,三"	2600	2605.8	2558	2563.2	-1.57%	1.84%	"73,383"	"56,929,729,000"	--	0
"2012-05-17,四"	2573	2613	2568.6	2603.2	1.56%	1.73%	"33,434"	"25,973,629,000"	--	0
"2012-05-18,五"	2593.8	2598.2	2574.4	2576	-1.04%	0.91%	"18,801"	"14,579,507,000"	--	0
"2012-05-21,一"	2575	2603.4	2561.4	2583	0.27%	1.63%	"369,565"	"286,289,510,000"	--	0
"2012-05-22,二"	2593	2611.8	2588.4	2607.6	0.95%	0.91%	"308,016"	"240,254,770,000"	--	0
"2012-05-23,三"	2597	2615	2575	2587.8	-0.76%	1.53%	"352,343"	"274,199,200,000"	--	0
"2012-05-24,四"	2595	2608	2564.6	2582.2	-0.22%	1.68%	"370,230"	"287,327,890,000"	--	0
"2012-05-25,五"	2579.2	2585	2557.8	2565.4	-0.65%	1.05%	"302,870"	"233,736,320,000"	--	0
"2012-05-28,一"	2564	2602.6	2548	2598.8	1.30%	2.13%	"317,790"	"245,232,290,000"	--	0
"2012-05-29,二"	2597	2656	2596.6	2645	1.78%	2.29%	"347,247"	"273,836,050,000"	--	0
"2012-05-30,三"	2635	2644	2628.8	2632.4	-0.48%	0.57%	"252,462"	"199,671,430,000"	--	0
"2012-05-31,四"	2621.2	2643.4	2612	2635.6	0.12%	1.19%	"305,805"	"241,194,420,000"	--	0
"2012-06-01,五"	2630	2659.8	2615.2	2629.2	-0.24%	1.69%	"385,689"	"305,304,990,000"	--	0
"2012-06-04,一"	2600	2600	2545	2545.4	-3.19%	2.09%	"312,799"	"241,694,510,000"	--	0
"2012-06-05,二"	2555.6	2566.4	2546.2	2552.4	0.28%	0.79%	"281,713"	"216,030,000,000"	--	0
"2012-06-06,三"	2549.8	2569.6	2540.2	2549	-0.13%	1.15%	"359,605"	"275,822,080,000"	--	0
"2012-06-07,四"	2570	2575.6	2521	2533.8	-0.60%	2.14%	"314,243"	"240,642,010,000"	--	0
"2012-06-08,五"	2545.2	2548.8	2511	2513	-0.82%	1.49%	"401,260"	"304,454,910,000"	--	0
"2012-06-11,一"	2535	2568.6	2520.8	2552.2	1.56%	1.90%	"342,023"	"261,032,770,000"	--	0
"2012-06-12,二"	2534.4	2552.6	2521.6	2540.8	-0.45%	1.21%	"273,907"	"208,183,940,000"	--	0
"2012-06-13,三"	2542	2574.8	2537	2568	1.07%	1.49%	"130,537"	"100,125,633,000"	--	0
"2012-06-14,四"	2564	2582.4	2557	2558.8	-0.36%	0.99%	"42,578"	"32,811,082,000"	--	0
"2012-06-15,五"	2565	2579	2543.2	2556	-0.11%	1.40%	"19,285"	"14,830,637,000"	--	0
"2012-06-18,一"	2579	2590.2	2565	2572.4	0.64%	0.99%	"363,196"	"280,588,980,000"	--	0
"2012-06-19,二"	2572.2	2573	2550.2	2558	-0.56%	0.89%	"292,607"	"224,689,260,000"	--	0
"2012-06-20,三"	2563.4	2569.8	2548	2549	-0.35%	0.85%	"305,212"	"234,447,400,000"	--	0
"2012-06-21,四"	2544.8	2545.2	2493.2	2510.8	-1.50%	2.04%	"341,378"	"257,263,210,000"	--	0
"2012-06-25,一"	2500.2	2506.8	2459.2	2467.6	-1.72%	1.90%	"271,087"	"202,270,760,000"	--	0
"2012-06-26,二"	2463.2	2469	2448.8	2461	-0.27%	0.82%	"317,299"	"234,185,240,000"	--	0
"2012-06-27,三"	2456	2475	2449.8	2454.8	-0.25%	1.02%	"290,944"	"214,858,390,000"	--	0
"2012-06-28,四"	2461.2	2468	2435.4	2439.4	-0.63%	1.33%	"324,209"	"238,586,340,000"	--	0
"2012-06-29,五"	2431.2	2472	2431	2469	1.21%	1.68%	"364,747"	"268,519,810,000"	--	0
"2012-07-02,一"	2477	2477.8	2455.2	2464	-0.20%	0.92%	"324,752"	"240,241,120,000"	--	0
"2012-07-03,二"	2466.6	2499.2	2461.2	2469	0.20%	1.54%	"400,439"	"297,945,900,000"	--	0
"2012-07-04,三"	2473	2486	2463.4	2469.6	0.02%	0.92%	"399,476"	"296,315,520,000"	--	0
"2012-07-05,四"	2469.6	2469.8	2431.6	2444.8	-1.00%	1.55%	"377,809"	"276,831,320,000"	--	0
"2012-07-06,五"	2442.8	2495	2429	2479.6	1.42%	2.70%	"475,826"	"350,540,230,000"	--	0
"2012-07-09,一"	2467.8	2478.8	2425.2	2430.8	-1.97%	2.16%	"361,963"	"266,830,480,000"	--	0
"2012-07-10,二"	2427.4	2435.6	2418.2	2422.6	-0.34%	0.72%	"334,547"	"243,427,430,000"	--	0
"2012-07-11,三"	2415	2440	2411	2428.6	0.25%	1.20%	"392,345"	"285,558,560,000"	--	0
"2012-07-12,四"	2427	2464.8	2412.4	2446.4	0.73%	2.16%	"528,147"	"386,159,890,000"	--	0
"2012-07-13,五"	2448.6	2477	2446.2	2457	0.43%	1.26%	"417,636"	"307,789,050,000"	--	0
"2012-07-16,一"	2462	2464.8	2413.6	2417	-1.63%	2.08%	"347,330"	"253,182,980,000"	--	0
"2012-07-17,二"	2412	2429	2409.6	2422.4	0.22%	0.80%	"269,322"	"195,366,990,000"	--	0
"2012-07-18,三"	2418.4	2430	2380.6	2419.2	-0.13%	2.04%	"168,683"	"122,012,051,000"	--	0
"2012-07-19,四"	2423.6	2449	2414.6	2422.8	0.15%	1.42%	"57,314"	"41,826,932,000"	--	0
"2012-07-20,五"	2425	2426.2	2400	2402.6	-0.83%	1.08%	"21,954"	"15,890,278,000"	--	0
"2012-07-23,一"	2401.6	2402.6	2373.4	2378.2	-1.02%	1.22%	"313,452"	"224,101,980,000"	--	0
"2012-07-24,二"	2374.8	2406.6	2371	2382.4	0.18%	1.50%	"372,651"	"266,917,520,000"	--	0
"2012-07-25,三"	2375	2397	2369.2	2374	-0.35%	1.17%	"351,569"	"251,314,800,000"	--	0
"2012-07-26,四"	2372.4	2390.6	2361.6	2365	-0.38%	1.22%	"385,129"	"274,502,070,000"	--	0
"2012-07-27,五"	2370.8	2380.8	2363.6	2372.2	0.30%	0.73%	"325,456"	"231,482,410,000"	--	0
"2012-07-30,一"	2373	2388	2359.4	2363.8	-0.35%	1.21%	"336,922"	"239,861,370,000"	--	0
"2012-07-31,二"	2361	2376.4	2361	2363.2	-0.03%	0.65%	"273,521"	"194,141,790,000"	--	0
"2012-08-01,三"	2358.4	2385	2358	2369.6	0.27%	1.14%	"341,239"	"242,859,620,000"	--	0
"2012-08-02,四"	2369.6	2372	2337.6	2351.2	-0.78%	1.45%	"308,900"	"218,111,730,000"	--	0
"2012-08-03,五"	2354.8	2368.8	2345.6	2367.8	0.71%	0.99%	"303,837"	"214,489,120,000"	--	0
"2012-08-06,一"	2360.6	2393.2	2360.2	2384.4	0.70%	1.39%	"389,607"	"277,731,900,000"	--	0
"2012-08-07,二"	2385.4	2394.8	2385.2	2392.2	0.33%	0.40%	"243,930"	"174,917,760,000"	--	0
"2012-08-08,三"	2396	2409	2389.2	2391.2	-0.04%	0.83%	"279,984"	"201,438,850,000"	--	0
"2012-08-09,四"	2393.6	2421.4	2385.2	2418.2	1.13%	1.51%	"397,185"	"286,416,270,000"	--	0
"2012-08-10,五"	2419.6	2422.2	2405.4	2411.6	-0.27%	0.69%	"246,736"	"178,582,450,000"	--	0
"2012-08-13,一"	2407.2	2408.8	2365.2	2367.8	-1.82%	1.81%	"261,209"	"187,079,540,000"	--	0
"2012-08-14,二"	2364.8	2370.6	2331.6	2357.6	-0.43%	1.65%	"334,001"	"235,717,250,000"	--	0
"2012-08-15,三"	2355.4	2356.6	2335.6	2339.6	-0.76%	0.89%	"175,935"	"123,746,798,000"	--	0
"2012-08-16,四"	2343	2343	2327.6	2329.2	-0.44%	0.66%	"46,233"	"32,390,697,000"	--	0
"2012-08-17,五"	2328.8	2330	2299.2	2303.4	-1.11%	1.32%	"27,771"	"19,276,971,000"	--	0
"2012-08-20,一"	2320.8	2328.8	2295.8	2316.4	0.56%	1.43%	"299,462"	"207,359,350,000"	--	0
"2012-08-21,二"	2316.2	2350.6	2314	2323	0.28%	1.58%	"418,647"	"292,783,510,000"	--	0
"2012-08-22,三"	2321.6	2331.2	2302.4	2309.8	-0.57%	1.24%	"298,293"	"207,219,100,000"	--	0
"2012-08-23,四"	2312.4	2331.8	2304.2	2323.6	0.60%	1.19%	"440,746"	"306,350,940,000"	--	0
"2012-08-24,五"	2316.2	2317	2293.2	2295	-1.23%	1.02%	"307,985"	"212,784,060,000"	--	0
"2012-08-27,一"	2295.8	2297	2248.2	2249.4	-1.99%	2.13%	"317,408"	"215,603,090,000"	--	0
"2012-08-28,二"	2248	2269	2243.2	2248	-0.06%	1.15%	"331,909"	"224,303,320,000"	--	0
"2012-08-29,三"	2246.6	2257.6	2230	2232.2	-0.70%	1.23%	"370,404"	"249,000,590,000"	--	0
"2012-08-30,四"	2228.6	2238.2	2208.4	2221.8	-0.47%	1.33%	"421,206"	"281,297,180,000"	--	0
"2012-08-31,五"	2215	2233	2214.4	2216	-0.26%	0.84%	"356,770"	"238,100,010,000"	--	0
"2012-09-03,一"	2215.6	2244.6	2202.2	2234.4	0.83%	1.91%	"441,490"	"295,624,030,000"	--	0
"2012-09-04,二"	2232.8	2240.6	2206.2	2210.8	-1.06%	1.54%	"325,284"	"217,161,770,000"	--	0
"2012-09-05,三"	2208.2	2217.8	2198.8	2210	-0.04%	0.86%	"359,867"	"238,263,570,000"	--	0
"2012-09-06,四"	2210	2243.8	2205.4	2241.2	1.41%	1.74%	"454,892"	"302,776,880,000"	--	0
"2012-09-07,五"	2248.2	2362.8	2242	2341.2	4.46%	5.39%	"726,823"	"503,430,560,000"	--	0
"2012-09-10,一"	2340.2	2347.8	2326.2	2337.8	-0.15%	0.92%	"407,601"	"285,752,340,000"	--	0
"2012-09-11,二"	2331.6	2332	2302.2	2323.6	-0.61%	1.27%	"474,765"	"329,555,280,000"	--	0
"2012-09-12,三"	2329	2353.8	2304.2	2330.4	0.29%	2.13%	"522,774"	"364,840,210,000"	--	0
"2012-09-13,四"	2328.6	2336.4	2295.6	2300.8	-1.27%	1.75%	"518,900"	"361,305,420,000"	--	0
"2012-09-14,五"	2335	2354	2304.2	2329	1.23%	2.16%	"593,678"	"414,338,650,000"	--	0
"2012-09-17,一"	2320	2323.8	2265.2	2269.4	-2.56%	2.52%	"399,679"	"275,200,840,000"	--	0
"2012-09-18,二"	2261.6	2263.4	2231	2232.4	-1.63%	1.43%	"270,270"	"182,390,560,000"	--	0
"2012-09-19,三"	2238.6	2255	2232.6	2246.8	0.65%	1.00%	"109,729"	"73,807,112,000"	--	0
"2012-09-20,四"	2245	2245.8	2189.6	2195	-2.31%	2.50%	"65,808"	"43,769,006,000"	--	0
"2012-09-21,五"	2193	2216	2184.2	2203.6	0.39%	1.45%	"34,935"	"23,076,175,000"	--	0
"2012-09-24,一"	2200	2242.8	2185.2	2221.4	0.81%	2.61%	"638,028"	"423,797,020,000"	--	0
"2012-09-25,二"	2213	2237	2208	2218.6	-0.13%	1.31%	"500,095"	"333,594,650,000"	--	0
"2012-09-26,三"	2210.2	2229.2	2192.6	2200.2	-0.83%	1.65%	"470,419"	"311,709,330,000"	--	0
"2012-09-27,四"	2198	2320	2197.8	2257.2	2.59%	5.55%	"732,595"	"493,162,950,000"	--	0
"2012-09-28,五"	2250	2316.4	2240.6	2315.6	2.59%	3.36%	"726,322"	"496,601,240,000"	--	0
"2012-10-08,一"	2306.4	2313.6	2262	2276.6	-1.68%	2.23%	"449,036"	"307,708,620,000"	--	0
"2012-10-09,二"	2283.2	2345	2280.6	2323.8	2.07%	2.83%	"687,674"	"479,356,270,000"	--	0
"2012-10-10,三"	2313.4	2333.6	2310.2	2321.4	-0.10%	1.01%	"502,021"	"349,920,830,000"	--	0
"2012-10-11,四"	2320.4	2328	2305.4	2320	-0.06%	0.97%	"504,115"	"350,339,110,000"	--	0
"2012-10-12,五"	2318.2	2343.6	2288.6	2307.2	-0.55%	2.37%	"616,579"	"428,044,850,000"	--	0
"2012-10-15,一"	2300	2324.8	2283	2302.4	-0.21%	1.81%	"450,914"	"311,013,190,000"	--	0
"2012-10-16,二"	2305	2323	2290.2	2298.8	-0.16%	1.42%	"540,958"	"374,271,030,000"	--	0
"2012-10-17,三"	2309.6	2319	2282.2	2309.4	0.46%	1.60%	"478,407"	"330,508,520,000"	--	0
"2012-10-18,四"	2318	2344.2	2310.8	2332.6	1.00%	1.45%	"172,721"	"120,522,285,000"	--	0
"2012-10-19,五"	2337	2338.4	2328	2333.8	0.05%	0.45%	"26,198"	"18,345,855,000"	--	0
"2012-10-22,一"	2334.8	2365	2328.2	2351	0.74%	1.58%	"419,077"	"294,675,400,000"	--	0
"2012-10-23,二"	2355	2357.8	2323.2	2324.4	-1.13%	1.47%	"451,252"	"316,753,390,000"	--	0
"2012-10-24,三"	2318	2337.8	2315.4	2322	-0.10%	0.96%	"454,605"	"317,253,820,000"	--	0
"2012-10-25,四"	2322	2334.4	2304	2307.4	-0.63%	1.31%	"454,627"	"316,065,060,000"	--	0
"2012-10-26,五"	2305.8	2309.4	2245.4	2252	-2.40%	2.77%	"511,301"	"348,152,690,000"	--	0
"2012-10-29,一"	2250	2255.8	2233.4	2244	-0.36%	0.99%	"335,842"	"226,241,270,000"	--	0
"2012-10-30,二"	2245	2269.8	2237	2245.4	0.06%	1.46%	"484,871"	"326,895,130,000"	--	0
"2012-10-31,三"	2252	2261	2238.4	2255.2	0.44%	1.01%	"484,962"	"327,322,930,000"	--	0
"2012-11-01,四"	2257.4	2318.2	2255.4	2306.2	2.26%	2.78%	"588,816"	"405,377,800,000"	--	0
"2012-11-02,五"	2311.2	2316	2289.2	2307.2	0.04%	1.16%	"442,903"	"306,283,220,000"	--	0
"2012-11-05,一"	2305.4	2330	2293	2307	-0.01%	1.60%	"500,112"	"346,062,170,000"	--	0
"2012-11-06,二"	2309	2314.6	2261.2	2290.8	-0.70%	2.31%	"557,390"	"381,954,530,000"	--	0
"2012-11-07,三"	2296.8	2310	2279	2292	0.05%	1.35%	"592,125"	"407,142,450,000"	--	0
"2012-11-08,四"	2275	2282.8	2243.8	2245	-2.05%	1.70%	"531,773"	"361,549,280,000"	--	0
"2012-11-09,五"	2247.6	2254.6	2236.2	2244.6	-0.02%	0.82%	"397,937"	"268,050,820,000"	--	0
"2012-11-12,一"	2245	2257.4	2231	2249	0.20%	1.18%	"476,242"	"320,913,410,000"	--	0
"2012-11-13,二"	2250	2251	2207.2	2214.4	-1.54%	1.95%	"448,451"	"298,951,420,000"	--	0
"2012-11-14,三"	2215.2	2224.2	2210.4	2217.4	0.14%	0.62%	"279,330"	"185,712,010,000"	--	0
"2012-11-15,四"	2206	2223.6	2189.2	2192.8	-1.11%	1.55%	"163,119"	"108,115,101,000"	--	0
"2012-11-16,五"	2188.4	2194	2166	2169.4	-1.07%	1.28%	"57,861"	"37,814,788,000"	--	0
"2012-11-19,一"	2183.4	2184.4	2156.2	2176.2	0.31%	1.30%	"499,293"	"325,337,440,000"	--	0
"2012-11-20,二"	2182	2188.4	2166.2	2181	0.22%	1.02%	"473,298"	"309,006,800,000"	--	0
"2012-11-21,三"	2177	2201	2158.2	2192.4	0.52%	1.96%	"718,404"	"469,993,940,000"	--	0
"2012-11-22,四"	2190.2	2191	2172.2	2187.6	-0.22%	0.86%	"524,239"	"343,289,160,000"	--	0
"2012-11-23,五"	2193	2209.6	2185.2	2194.4	0.31%	1.12%	"622,046"	"410,194,300,000"	--	0
"2012-11-26,一"	2197.2	2197.6	2173.8	2180.2	-0.65%	1.08%	"475,868"	"311,767,040,000"	--	0
"2012-11-27,二"	2177.2	2177.6	2156.6	2158	-1.02%	0.96%	"439,195"	"285,569,370,000"	--	0
"2012-11-28,三"	2154	2154	2137	2141.8	-0.75%	0.79%	"388,935"	"250,049,950,000"	--	0
"2012-11-29,四"	2140.4	2149.8	2125.4	2125.6	-0.76%	1.14%	"384,646"	"247,031,190,000"	--	0
"2012-11-30,五"	2123.8	2147.8	2121	2138.4	0.60%	1.26%	"580,780"	"372,117,720,000"	--	0
"2012-12-03,一"	2139.6	2156.2	2115.6	2117.4	-0.98%	1.90%	"565,400"	"362,534,920,000"	--	0
"2012-12-04,二"	2112	2139.4	2111.8	2131.4	0.66%	1.30%	"577,421"	"367,691,380,000"	--	0
"2012-12-05,三"	2133.6	2226	2131.4	2215.8	3.96%	4.44%	"814,910"	"535,615,240,000"	--	0
"2012-12-06,四"	2218	2222.2	2200.2	2204.4	-0.51%	0.99%	"536,211"	"355,465,910,000"	--	0
"2012-12-07,五"	2208.6	2258.8	2205.6	2254.8	2.29%	2.41%	"763,753"	"511,666,070,000"	--	0
"2012-12-10,一"	2262	2277	2255.8	2268.4	0.60%	0.94%	"634,588"	"431,247,130,000"	--	0
"2012-12-11,二"	2267	2272.6	2257.2	2261.4	-0.31%	0.68%	"498,505"	"338,497,320,000"	--	0
"2012-12-12,三"	2264	2275.6	2255	2268.4	0.31%	0.91%	"594,351"	"403,694,070,000"	--	0
"2012-12-13,四"	2268	2268.6	2247	2252.6	-0.70%	0.95%	"538,086"	"364,167,600,000"	--	0
"2012-12-14,五"	2253	2375.6	2251.4	2374.2	5.40%	5.51%	"823,839"	"572,803,950,000"	--	0
"2012-12-17,一"	2372.8	2379	2362	2373	-0.05%	0.72%	"436,666"	"310,495,740,000"	--	0
"2012-12-18,二"	2373	2410	2347.4	2366	-0.29%	2.64%	"357,599"	"254,683,990,000"	--	0
"2012-12-19,三"	2375	2385.4	2359.4	2369.6	0.15%	1.10%	"116,981"	"83,155,726,000"	--	0
"2012-12-20,四"	2362.6	2397.8	2351.2	2390.8	0.89%	1.97%	"67,753"	"48,165,186,000"	--	0
"2012-12-21,五"	2390.2	2414.6	2370.6	2378	-0.54%	1.84%	"34,099"	"24,430,176,000"	--	0
"2012-12-24,一"	2389	2417.6	2388	2390.8	0.54%	1.24%	"677,618"	"487,855,640,000"	--	0
"2012-12-25,二"	2386.4	2478.8	2381.4	2453	2.60%	4.07%	"871,318"	"637,794,140,000"	--	0
"2012-12-26,三"	2453.6	2466.2	2453.2	2461.8	0.36%	0.53%	"418,392"	"308,878,970,000"	--	0
"2012-12-27,四"	2472	2497	2453.6	2466.6	0.19%	1.76%	"613,278"	"454,142,470,000"	--	0
"2012-12-28,五"	2465.8	2502	2462.8	2499	1.31%	1.59%	"662,844"	"493,077,840,000"	--	0
"2012-12-31,一"	2501.6	2544	2501	2538	1.56%	1.72%	"601,829"	"456,142,070,000"	--	0
"2013-01-04,五"	2565	2567.4	2503.2	2533.2	-0.19%	2.53%	"572,312"	"435,499,940,000"	--	0
"2013-01-07,一"	2537.8	2554.4	2523.2	2533.2	0.00%	1.23%	"615,196"	"468,158,610,000"	--	0
"2013-01-08,二"	2537	2548.8	2506.6	2531.2	-0.08%	1.67%	"729,477"	"553,482,670,000"	--	0
"2013-01-09,三"	2531.6	2543.8	2509	2525.4	-0.23%	1.37%	"629,921"	"477,976,060,000"	--	0
"2013-01-10,四"	2529.4	2562.2	2512.6	2537.8	0.49%	1.96%	"724,539"	"551,878,980,000"	--	0
"2013-01-11,五"	2542	2547.8	2481.8	2498.6	-1.54%	2.60%	"784,689"	"592,914,610,000"	--	0
"2013-01-14,一"	2497.2	2598.2	2489.8	2586.6	3.52%	4.34%	"744,878"	"569,463,740,000"	--	0
"2013-01-15,二"	2587.8	2608.6	2583	2596.4	0.38%	0.99%	"445,268"	"346,550,030,000"	--	0
"2013-01-16,三"	2597.4	2602.8	2528	2570	-1.02%	2.88%	"381,661"	"294,982,650,000"	--	0
"2013-01-17,四"	2571.6	2575.8	2539.6	2561	-0.35%	1.41%	"126,436"	"97,071,456,000"	--	0
"2013-01-18,五"	2568.2	2598	2552	2592.6	1.23%	1.80%	"46,770"	"36,112,291,000"	--	0
"2013-01-21,一"	2614	2621	2587	2608.2	0.60%	1.31%	"646,027"	"505,315,450,000"	--	0
"2013-01-22,二"	2610.8	2616.8	2579.2	2602.6	-0.21%	1.44%	"774,966"	"604,423,310,000"	--	0
"2013-01-23,三"	2604	2616.2	2582.4	2615.6	0.50%	1.30%	"694,347"	"541,261,220,000"	--	0
"2013-01-24,四"	2614.8	2673.6	2572.8	2590.6	-0.96%	3.85%	"955,841"	"751,412,440,000"	--	0
"2013-01-25,五"	2598	2601.2	2581.6	2592.8	0.08%	0.76%	"511,247"	"397,318,760,000"	--	0
"2013-01-28,一"	2593	2660.6	2590.4	2654.4	2.38%	2.71%	"757,860"	"598,150,540,000"	--	0
"2013-01-29,二"	2656	2687.4	2653.6	2671	0.63%	1.27%	"583,643"	"466,794,940,000"	--	0
"2013-01-30,三"	2681	2700.4	2661.2	2699	1.05%	1.47%	"608,180"	"488,531,190,000"	--	0
"2013-01-31,四"	2699	2703.6	2676.6	2699.8	0.03%	1.00%	"613,606"	"495,050,460,000"	--	0
"2013-02-01,五"	2695.2	2753.8	2675.2	2746.4	1.73%	2.91%	"802,633"	"652,470,680,000"	--	0
"2013-02-04,一"	2751	2768.4	2739.2	2749.4	0.11%	1.06%	"573,541"	"473,885,630,000"	--	0
"2013-02-05,二"	2737.8	2795.2	2737	2773.4	0.87%	2.12%	"605,971"	"502,989,980,000"	--	0
"2013-02-06,三"	2779	2797.6	2776.4	2785.6	0.44%	0.76%	"287,375"	"240,154,140,000"	--	0
"2013-02-07,四"	2780.4	2786.8	2740.2	2779.8	-0.21%	1.67%	"212,072"	"176,237,400,000"	--	0
"2013-02-08,五"	2776.6	2799	2762.8	2765.2	-0.53%	1.30%	"84,067"	"70,176,757,000"	--	0
"2013-02-18,一"	2766.4	2779.8	2730.2	2745.6	-0.71%	1.79%	"32,647"	"27,003,984,000"	--	0
"2013-02-19,二"	2753.2	2756.8	2696.8	2709.2	-1.33%	2.19%	"646,104"	"527,486,530,000"	--	0
"2013-02-20,三"	2713.2	2717.4	2696	2710.4	0.04%	0.79%	"546,146"	"443,613,370,000"	--	0
"2013-02-21,四"	2697	2697.8	2590.4	2615.2	-3.51%	3.96%	"771,496"	"609,673,450,000"	--	0
"2013-02-22,五"	2615.2	2625.4	2593.2	2593.2	-0.84%	1.23%	"450,508"	"353,456,840,000"	--	0
"2013-02-25,一"	2587.8	2642	2584	2605	0.46%	2.24%	"724,593"	"567,816,020,000"	--	0
"2013-02-26,二"	2591.2	2638.8	2560	2564.6	-1.55%	3.02%	"822,719"	"643,495,440,000"	--	0
"2013-02-27,三"	2581	2622	2572.2	2587.6	0.90%	1.94%	"875,982"	"681,305,620,000"	--	0
"2013-02-28,四"	2605	2685	2597.4	2678.4	3.51%	3.39%	"875,442"	"693,097,800,000"	--	0
"2013-03-01,五"	2671.4	2683	2622.4	2666.6	-0.44%	2.26%	"735,902"	"587,001,820,000"	--	0
"2013-03-04,一"	2651.4	2653	2537.4	2548	-4.45%	4.34%	"854,502"	"663,685,880,000"	--	0
"2013-03-05,二"	2553	2628	2549.6	2616	2.67%	3.08%	"911,314"	"706,217,890,000"	--	0
"2013-03-06,三"	2627.8	2664	2621	2648	1.22%	1.64%	"841,192"	"666,941,090,000"	--	0
"2013-03-07,四"	2653	2659.4	2588.2	2615.6	-1.22%	2.69%	"913,853"	"721,293,620,000"	--	0
"2013-03-08,五"	2623	2637.8	2602	2611.6	-0.15%	1.37%	"759,730"	"596,726,580,000"	--	0
"2013-03-11,一"	2615.4	2619.2	2569	2592.6	-0.73%	1.92%	"720,874"	"560,910,670,000"	--	0
"2013-03-12,二"	2596	2624	2526.2	2552.8	-1.54%	3.77%	"856,038"	"660,693,160,000"	--	0
"2013-03-13,三"	2550	2555.4	2510	2529	-0.93%	1.78%	"617,195"	"468,726,200,000"	--	0
"2013-03-14,四"	2520	2547.8	2505.2	2524	-0.20%	1.68%	"250,020"	"189,602,040,000"	--	0
"2013-03-15,五"	2526.2	2610.6	2503.6	2568.6	1.77%	4.24%	"92,810"	"70,962,456,000"	--	0
"2013-03-18,一"	2505.2	2555	2501	2510.8	-2.25%	2.10%	"786,031"	"594,914,640,000"	--	0
"2013-03-19,二"	2520	2544	2497	2529.8	0.76%	1.87%	"808,569"	"611,099,000,000"	--	0
"2013-03-20,三"	2529	2613.2	2525.8	2610	3.17%	3.45%	"1,027,964"	"795,688,190,000"	--	0
